locality,state,location,lon,lat
Troy,NH,"Troy, NH",-72.1771541,42.8314347
Tuftonborough,NH,"Tuftonborough, NH",-71.2221024,43.6963
Turtonborough,NH,"Turtonborough, NH",NA,NA
Tyngsborough and Dunstable,NH,"Tyngsborough and Dunstable, NH",-71.47430469999999,42.7198752
Union,NH,"Union, NH",-71.023921,43.4922083
Unity,NH,"Unity, NH",-72.3074326,43.2947268
Wakefield,NH,"Wakefield, NH",-71.0288751,43.5536938
Walpole,NH,"Walpole, NH",-72.4258229,43.0794944
Warner,NH,"Warner, NH",-71.8334145,43.2556568
Warren,NH,"Warren, NH",-71.89202829999999,43.9231239
Warren and Wentworth,NH,"Warren and Wentworth, NH",-71.8944672,43.9478719
Washington,NH,"Washington, NH",-72.0967507,43.1759107
Weare,NH,"Weare, NH",-71.7306313,43.0948033
Wendell,NH,"Wendell, NH",-72.1223601,43.3645896
Wentworth,NH,"Wentworth, NH",-71.91425040000001,43.8717359
West Lebanon,NH,"West Lebanon, NH",-72.31060649999999,43.6446508
Westmoreland,NH,"Westmoreland, NH",-72.4423102,42.9620253
Whitefield,NH,"Whitefield, NH",-71.6101011,44.3731103
Wilton,NH,"Wilton, NH",-71.7351077,42.8433943
Wincehster,NH,"Wincehster, NH",-72.38312359999999,42.7734022
Windham,NH,"Windham, NH",-71.30422899999999,42.8006441
Wolfborough,NH,"Wolfborough, NH",-71.20947989999999,43.5852069
Wolfeborough,NH,"Wolfeborough, NH",-71.20947989999999,43.5852069
Allowaystown,NJ,"Allowaystown, NJ",-75.3178952,39.5556617
Amboy,NJ,"Amboy, NJ",-74.2654234,40.5067723
Amwell,NJ,"Amwell, NJ",-74.75210609999999,40.43149409999999
Arneytown,NJ,"Arneytown, NJ",-74.5680919,40.102928
Ateo,NJ,"Ateo, NJ",NA,NA
Atlantic City,NJ,"Atlantic City, NJ",-74.4229266,39.3642834
Basking Ridge,NJ,"Basking Ridge, NJ",-74.5493284,40.7066174
Belvidere,NJ,"Belvidere, NJ",-75.07767470000002,40.82982
Beverly,NJ,"Beverly, NJ",-74.9190558,40.06538889999999
Bloomfield,NJ,"Bloomfield, NJ",-74.1854209,40.8067546
Bordentown,NJ,"Bordentown, NJ",-74.71182639999999,40.1462213
Bricksburg,NJ,"Bricksburg, NJ",-74.233738,40.025716
Bridgeton,NJ,"Bridgeton, NJ",-75.2340768,39.427337
Burlington,NJ,"Burlington, NJ",-74.86488729999999,40.071222
Caldwell,NJ,"Caldwell, NJ",-74.2765366,40.8398218
Camden,NJ,"Camden, NJ",-75.1196199,39.9259463
Cranford,NJ,"Cranford, NJ",-74.2995928,40.6584212
Cream Ridge,NJ,"Cream Ridge, NJ",-74.5236865,40.1340316
Dover,NJ,"Dover, NJ",-74.5621025,40.883988
Egg Harbor City,NJ,"Egg Harbor City, NJ",-74.64793639999999,39.5287282
Elizabeth,NJ,"Elizabeth, NJ",-74.2107006,40.6639916
Elizabethtown,NJ,"Elizabethtown, NJ",-74.2107006,40.6639916
Elzizabeth,NJ,"Elzizabeth, NJ",-74.2107006,40.6639916
Evesham,NJ,"Evesham, NJ",-74.88579890000001,39.8522951
Fairfield,NJ,"Fairfield, NJ",-74.3059959,40.8837406
Flemington,NJ,"Flemington, NJ",-74.85933179999999,40.5123258
Florence,NJ,"Florence, NJ",-74.7863387,40.0967369
Forest Grove,NJ,"Forest Grove, NJ",-75.04267589999999,39.52678220000001
Franklinville,NJ,"Franklinville, NJ",-75.080747,39.61779689999999
Freehold,NJ,"Freehold, NJ",-74.3000878,40.2136754
Greenwich,NJ,"Greenwich, NJ",-75.338263,39.3899304
Hackensack,NJ,"Hackensack, NJ",-74.0434736,40.8859325
Hackettstown,NJ,"Hackettstown, NJ",-74.8290555,40.8539879
Haddonfield,NJ,"Haddonfield, NJ",-75.03767069999999,39.8915022
Hamilton Square,NJ,"Hamilton Square, NJ",-74.65321329999999,40.2273316
Hancock's Bridge,NJ,"Hancock's Bridge, NJ",-75.46186519999999,39.5053904
Hardwick,NJ,"Hardwick, NJ",-74.9326129,41.0543894
Hoboken,NJ,"Hoboken, NJ",-74.0323626,40.7439905
Hopewell,NJ,"Hopewell, NJ",-74.7618284,40.3892726
Jamesburg,NJ,"Jamesburg, NJ",-74.4401513,40.3526079
Jersey City,NJ,"Jersey City, NJ",-74.0776417,40.72815749999999
Kingston,NJ,"Kingston, NJ",-74.6134903,40.3753844
Lakewood,NJ,"Lakewood, NJ",-74.2097014,40.08212899999999
Livingston,NJ,"Livingston, NJ",-74.3300842,40.7862871
Lodi,NJ,"Lodi, NJ",-74.08319709999999,40.8823215
Madison,NJ,"Madison, NJ",-74.417097,40.7598227
Matawan,NJ,"Matawan, NJ",-74.2295891,40.41482999999999
Mendham,NJ,"Mendham, NJ",-74.6007142,40.7759334
Middlebush,NJ,"Middlebush, NJ",-74.52932539999999,40.4977182
Millville,NJ,"Millville, NJ",-75.0393438,39.4020596
Montclair,NJ,"Montclair, NJ",-74.2090053,40.8259007
Moorestown,NJ,"Moorestown, NJ",-74.948886,39.9688817
Morrestown,NJ,"Morrestown, NJ",-74.948886,39.9688817
Morristown,NJ,"Morristown, NJ",-74.4815438,40.79676670000001
Mount Holly,NJ,"Mount Holly, NJ",-74.78793929999999,39.9931438
Mount Laurel,NJ,"Mount Laurel, NJ",-74.89099879999999,39.934002
Mt. Holly,NJ,"Mt. Holly, NJ",-74.78793929999999,39.9931438
Mullica Hill,NJ,"Mullica Hill, NJ",-75.22407179999999,39.7392804
New Brunswick,NJ,"New Brunswick, NJ",-74.4518188,40.4862157
New Market,NJ,"New Market, NJ",-74.4523749,40.5742699
newark,NJ,"newark, NJ",-74.1723667,40.735657
Newark,NJ,"Newark, NJ",-74.1723667,40.735657
Newton,NJ,"Newton, NJ",-74.7526651,41.0581527
Orange,NJ,"Orange, NJ",-74.2326478,40.7706187
Paterson,NJ,"Paterson, NJ",-74.17181099999999,40.9167654
Pennington,NJ,"Pennington, NJ",-74.790718,40.3284402
Perth Amboy,NJ,"Perth Amboy, NJ",-74.2654234,40.5067723
Pittsgrove,NJ,"Pittsgrove, NJ",-75.1311874,39.5314846
Plainfield,NJ,"Plainfield, NJ",-74.4073736,40.6337136
Princeton,NJ,"Princeton, NJ",-74.6672226,40.3572976
Rahway,NJ,"Rahway, NJ",-74.2776468,40.60815909999999
Red Bank,NJ,"Red Bank, NJ",-74.0643065,40.3470543
Ringoes,NJ,"Ringoes, NJ",-74.86750669999999,40.4289892
Rockaway,NJ,"Rockaway, NJ",-74.51432319999999,40.9012101
Roxbury and Chester,NJ,"Roxbury and Chester, NJ",-73.6636982,40.71917759999999
Salem,NJ,"Salem, NJ",-75.46714229999999,39.5717796
Scotch Plains,NJ,"Scotch Plains, NJ",-74.369018,40.6400404
Sharptown,NJ,"Sharptown, NJ",-75.3651917,39.6556693
Shiloh,NJ,"Shiloh, NJ",-75.2990798,39.4590032
Shrewsbury,NJ,"Shrewsbury, NJ",-74.0615285,40.3295547
Somerville,NJ,"Somerville, NJ",-74.60987999999999,40.5742696
South Hanover,NJ,"South Hanover, NJ",-74.41738769999999,40.8257746
South Orange,NJ,"South Orange, NJ",-74.2609903,40.7489277
South Vineland,NJ,"South Vineland, NJ",-75.02878729999999,39.4459487
Summit,NJ,"Summit, NJ",-74.3646122,40.7146376
Swedesboro,NJ,"Swedesboro, NJ",-75.3104654,39.7476136
trenton,NJ,"trenton, NJ",-74.7429384,40.2170534
Trenton,NJ,"Trenton, NJ",-74.7429384,40.2170534
Tuckerton,NJ,"Tuckerton, NJ",-74.34014499999999,39.603174
Upper Greenwich,NJ,"Upper Greenwich, NJ",-75.3398208,39.422576
Upper Penns Neck,NJ,"Upper Penns Neck, NJ",-75.5149218,39.6209462
Vincentown,NJ,"Vincentown, NJ",-74.7483371,39.9319279
Vineland,NJ,"Vineland, NJ",-75.02596369999999,39.4863773
West Hoboken,NJ,"West Hoboken, NJ",-74.0323626,40.7439905
Woodbridge,NJ,"Woodbridge, NJ",-74.2846022,40.5575986
Woodbury,NJ,"Woodbury, NJ",-75.1526774,39.83816909999999
Woodstown,NJ,"Woodstown, NJ",-75.32824540000001,39.65150269999999
Ft. Bayard,NM,"Ft. Bayard, NM",-108.1503221,32.7961863
Ft. Craig,NM,"Ft. Craig, NM",-107.0127582,33.6348408
Ft. Stanton,NM,"Ft. Stanton, NM",-105.5230362,33.495914
Las Vegas,NM,"Las Vegas, NM",-105.2227978,35.5942137
Santa Fe,NM,"Santa Fe, NM",-105.937799,35.6869752
Sante Fe,NM,"Sante Fe, NM",-105.937799,35.6869752
Silver City,NM,"Silver City, NM",-108.280326,32.770075
NA,NM,"NA, NM",-105.8700901,34.5199402
Carlin,NV,"Carlin, NV",-116.1039663,40.7138067
Carson City,NV,"Carson City, NV",-119.7674034,39.1637984
Gold Hill,NV,"Gold Hill, NV",-119.6574011,39.29046779999999
Virginia City,NV,"Virginia City, NV",-119.6499793,39.3095135
Albany,NY,"Albany, NY",-73.7562317,42.6525793
Albion,NY,"Albion, NY",-78.1936319,43.2464477
Alfred,NY,"Alfred, NY",-77.7905509,42.2542366
Alfred Centre,NY,"Alfred Centre, NY",-77.7917779,42.253844
Alleghany,NY,"Alleghany, NY",-78.4941887,42.0900647
Amber,NY,"Amber, NY",-76.2965968,42.88728930000001
Annandale,NY,"Annandale, NY",-73.9095279,42.0218762
Attica,NY,"Attica, NY",-78.28029459999999,42.8642267
Auburn,NY,"Auburn, NY",-76.5660529,42.9317335
Aurora,NY,"Aurora, NY",-76.7024485,42.7539591
Ballston,NY,"Ballston, NY",-73.86542949999999,42.9653961
Batavia,NY,"Batavia, NY",-78.1875167,42.9981156
Bath,NY,"Bath, NY",-77.31775770000002,42.3370164
Bay Ridge,NY,"Bay Ridge, NY",-74.03294989999999,40.6261638
Beacon,NY,"Beacon, NY",-73.9695832,41.5048158
Bedford,NY,"Bedford, NY",-73.6437397,41.204262
Belleville,NY,"Belleville, NY",-76.11951359999999,43.7834783
Belmont,NY,"Belmont, NY",-78.0344506,42.2231241
Bennington,NY,"Bennington, NY",-78.3975195,42.8370044
Binghampton,NY,"Binghampton, NY",-75.91797380000001,42.09868669999999
Binghamton,NY,"Binghamton, NY",-75.91797380000001,42.09868669999999
Binhampton,NY,"Binhampton, NY",-75.91797380000001,42.09868669999999
Blooming Grove,NY,"Blooming Grove, NY",-74.20478750000001,41.4227446
Bridgehampton,NY,"Bridgehampton, NY",-72.3009158,40.9378777
Brockport,NY,"Brockport, NY",-77.9391797,43.2136713
brooklyn,NY,"brooklyn, NY",-73.9441579,40.6781784
Brooklyn,NY,"Brooklyn, NY",-73.9441579,40.6781784
Buffalo,NY,"Buffalo, NY",-78.8783689,42.88644679999999
Buffaol,NY,"Buffaol, NY",-78.8783689,42.88644679999999
Canandaigua,NY,"Canandaigua, NY",-77.2816984,42.887535
Canandaigua?,NY,"Canandaigua?, NY",-77.2816984,42.887535
Canenlaigua,NY,"Canenlaigua, NY",-77.2816984,42.887535
Canton,NY,"Canton, NY",-75.1690942,44.5956163
Carmel,NY,"Carmel, NY",-73.6801297,41.4300937
Castle Creek,NY,"Castle Creek, NY",-75.91825299999999,42.2275753
Catskill,NY,"Catskill, NY",-73.95949399999999,42.21460709999999
Champlain,NY,"Champlain, NY",-73.4465251,44.9864273
Charleston,NY,"Charleston, NY",-74.3822058,42.81054779999999
Chittenago,NY,"Chittenago, NY",-75.86658,43.0450671
Clarkson,NY,"Clarkson, NY",-77.927621,43.2331655
Clifton Springs,NY,"Clifton Springs, NY",-77.1399756,42.9617304
Clinton,NY,"Clinton, NY",-75.3785034,43.0484029
Cohoes,NY,"Cohoes, NY",-73.70011869999999,42.7742446
Cohoes?,NY,"Cohoes?, NY",-73.70011869999999,42.7742446
Cold Spring,NY,"Cold Spring, NY",-73.954583,41.4200937
College Point,NY,"College Point, NY",-73.8389657,40.786395
Collins,NY,"Collins, NY",-78.8620736,42.4957331
Conervango,NY,"Conervango, NY",-79.0311516,42.238671600000004
Cooperstown,NY,"Cooperstown, NY",-74.92432099999999,42.7006303
Corning,NY,"Corning, NY",-77.05469029999999,42.1428521
Cornwall,NY,"Cornwall, NY",-74.0353681,41.4343383
Cortlandville,NY,"Cortlandville, NY",-76.1088001,42.5776902
Cuba,NY,"Cuba, NY",-78.2752927,42.2175668
Dannemora,NY,"Dannemora, NY",-73.7237528,44.7214301
Dunkink,NY,"Dunkink, NY",-79.3339324,42.4795019
Dunkirk,NY,"Dunkirk, NY",-79.3339324,42.4795019
East Hampton,NY,"East Hampton, NY",-72.1848009,40.96343350000001
East Maine,NY,"East Maine, NY",-75.99297779999999,42.1920192
East New York,NY,"East New York, NY",-73.8830701,40.6568312
Elizabethtown?,NY,"Elizabethtown?, NY",-73.59044779999999,44.2163337
Elmira,NY,"Elmira, NY",-76.8077338,42.0897965
Elmira?,NY,"Elmira?, NY",-76.8077338,42.0897965
Farmingdale,NY,"Farmingdale, NY",-73.4454009,40.7325997
Flushing,NY,"Flushing, NY",-73.833079,40.7674987
Fonda,NY,"Fonda, NY",-74.3765241,42.9545179
Fordham,NY,"Fordham, NY",-73.8992392,40.85790739999999
Fredonia,NY,"Fredonia, NY",-79.3317105,42.4400576
Genesee,NY,"Genesee, NY",-78.2703951,42.0469596
Geneseo,NY,"Geneseo, NY",-77.816947,42.795896
Geneseo Village,NY,"Geneseo Village, NY",-77.816947,42.795896
Geneva,NY,"Geneva, NY",-76.985557,42.8679836
Glens Falls,NY,"Glens Falls, NY",-73.6440058,43.3095164
Goshen,NY,"Goshen, NY",-74.3243191,41.4020382
Governors Island,NY,"Governors Island, NY",-74.016792,40.68945009999999
Greenwich,NY,"Greenwich, NY",-73.48872879999999,43.1374547
Hamilton,NY,"Hamilton, NY",-75.5446238,42.8270136
Harlem,NY,"Harlem, NY",-73.9464769,40.8115504
Hartwick,NY,"Hartwick, NY",-75.049126,42.6597113
Havana,NY,"Havana, NY",-73.985247,40.751786
Henrietta,NY,"Henrietta, NY",-77.6128039,43.0592452
Herkeimer,NY,"Herkeimer, NY",-74.9859889,43.0256259
Hess Road,NY,"Hess Road, NY",-78.6489422,43.3065765
Hicksville,NY,"Hicksville, NY",-73.5251253,40.7684331
Homestead,NY,"Homestead, NY",-74.0048089,40.7412108
Hornellsville,NY,"Hornellsville, NY",-77.7108686,42.3284854
Hudson,NY,"Hudson, NY",-73.790959,42.2528649
Huntington,NY,"Huntington, NY",-73.425676,40.8681539
Ilion,NY,"Ilion, NY",-75.0354347,43.0150703
Ithaca,NY,"Ithaca, NY",-76.5018807,42.4439614
Jamaica,NY,"Jamaica, NY",-73.7889689,40.702677
Jamestown,NY,"Jamestown, NY",-79.23532589999999,42.0970023
Kingston,NY,"Kingston, NY",-73.9973608,41.9270367
Le Roy,NY,"Le Roy, NY",-77.9841776,42.9783944
LeRoy,NY,"LeRoy, NY",-77.9841776,42.9783944
Liederkranz,NY,"Liederkranz, NY",-73.9593672,40.7817455
Lina,NY,"Lina, NY",-73.9192994,40.8643909
Little Falls,NY,"Little Falls, NY",-74.8595957,43.0434039
Little Valley,NY,"Little Valley, NY",-78.80558959999999,42.2525629
Louisville,NY,"Louisville, NY",-75.01576279999999,44.8975496
Lowville,NY,"Lowville, NY",-75.4918505,43.786736
Ludlow,NY,"Ludlow, NY",-73.90364869999999,40.9188967
Lyons,NY,"Lyons, NY",-76.9902456,43.0642305
Maine,NY,"Maine, NY",-76.0610361,42.1925746
Manhattan,NY,"Manhattan, NY",-73.9712488,40.7830603
Matteawan,NY,"Matteawan, NY",-73.965423,41.502603
McGranville,NY,"McGranville, NY",-73.259553,43.4078495
Mendon,NY,"Mendon, NY",-77.50486959999999,42.9976979
Middletown,NY,"Middletown, NY",-74.42293409999999,41.4459271
Millbrook,NY,"Millbrook, NY",-73.6940175,41.7850937
Mineola,NY,"Mineola, NY",-73.64068449999999,40.7492678
Monticello,NY,"Monticello, NY",-74.68932819999999,41.6556465
Morrisville,NY,"Morrisville, NY",-75.6401825,42.8986791
Mount Vernon,NY,"Mount Vernon, NY",-73.8370786,40.9125992
Mt. Kisco,NY,"Mt. Kisco, NY",-73.72707609999999,41.2042616
Mt. Vernon,NY,"Mt. Vernon, NY",-73.8370786,40.9125992
Mumford,NY,"Mumford, NY",-77.8602856,42.9928396
Murray,NY,"Murray, NY",-78.04585019999999,43.2739482
Naples,NY,"Naples, NY",-77.4024853,42.6153453
New Brighton,NY,"New Brighton, NY",-74.090226,40.6404369
New Lebanon,NY,"New Lebanon, NY",-73.39680400000002,42.4642991
New Rochelle,NY,"New Rochelle, NY",-73.7823549,40.9114882
new york,NY,"new york, NY",-74.0059413,40.7127837
New York,NY,"New York, NY",-74.0059413,40.7127837
Newburg,NY,"Newburg, NY",-74.0104178,41.5034271
Newburgh,NY,"Newburgh, NY",-74.0104178,41.5034271
Niagara Falls,NY,"Niagara Falls, NY",-79.0377388,43.0962143
Nimrods?,NY,"Nimrods?, NY",-73.3321881,40.7423805
North Hampstead? (Queens County),NY,"North Hampstead? (Queens County), NY",-73.6771662,40.8099413
North Penfield,NY,"North Penfield, NY",-77.475551,43.1303407
Northfield,NY,"Northfield, NY",-75.18878219999999,42.2470282
Norwich,NY,"Norwich, NY",-75.5235149,42.531184
Nyack,NY,"Nyack, NY",-73.9179146,41.0906519
Ogden,NY,"Ogden, NY",-77.8138553,43.1579962
Olean,NY,"Olean, NY",-78.42992699999999,42.083639
Oneida,NY,"Oneida, NY",-75.65129309999999,43.0925684
Oswego,NY,"Oswego, NY",-76.5104973,43.4553461
Oyster Bay,NY,"Oyster Bay, NY",-73.5358541,40.7893778
Parma,NY,"Parma, NY",-77.8138553,43.2343532
Penfield,NY,"Penfield, NY",-77.475551,43.1303407
Penn Yan,NY,"Penn Yan, NY",-77.0538577,42.6609026
Peughkeepsie?,NY,"Peughkeepsie?, NY",-73.9209701,41.7003713
Phelps,NY,"Phelps, NY",-77.05747099999999,42.957564
Pittsford,NY,"Pittsford, NY",-77.5149969,43.0906186
Plattsburgh,NY,"Plattsburgh, NY",-73.4529124,44.6994873
Port Chester,NY,"Port Chester, NY",-73.66568339999999,41.0017643
Portsmouth,NY,"Portsmouth, NY",-70.7625532,43.0717552
Poughkeepsie,NY,"Poughkeepsie, NY",-73.9209701,41.7003713
Randolph,NY,"Randolph, NY",-78.9966888,42.1195846
Rhinebeck,NY,"Rhinebeck, NY",-73.90743719999999,41.9318294
Richmond,NY,"Richmond, NY",-77.53901270000001,42.8214796
Riverhead,NY,"Riverhead, NY",-72.66204019999999,40.9170435
rochester,NY,"rochester, NY",-77.6109219,43.16103
Rochester,NY,"Rochester, NY",-77.6109219,43.16103
Rome,NY,"Rome, NY",-75.4557303,43.2128473
Rondout,NY,"Rondout, NY",-73.9851381,41.920648
Roundout,NY,"Roundout, NY",-73.9851381,41.920648
Rush,NY,"Rush, NY",-77.6298188,42.9954553
Rye,NY,"Rye, NY",-73.68373989999999,40.9806535
Sachell's Harbor,NY,"Sachell's Harbor, NY",NA,NA
Sag Harbor,NY,"Sag Harbor, NY",-72.2925819,40.99787730000001
Sageville,NY,"Sageville, NY",NA,NA
Sand Lake,NY,"Sand Lake, NY",-73.54066970000001,42.63730169999999
Saratoga Springs,NY,"Saratoga Springs, NY",-73.7845651,43.0831301
Saugerties,NY,"Saugerties, NY",-73.95291259999999,42.0775906
Schenectady,NY,"Schenectady, NY",-73.9395687,42.8142432
Schnectady,NY,"Schnectady, NY",-73.9395687,42.8142432
Schoharie,NY,"Schoharie, NY",-74.3095787,42.6659087
Scottsville,NY,"Scottsville, NY",-77.7452826,43.0258957
Seneca,NY,"Seneca, NY",-77.0794705,42.8466914
Setauket,NY,"Setauket, NY",-73.1025502,40.9293759
Sing Sing,NY,"Sing Sing, NY",-73.8679897,41.1511759
Skeneateles,NY,"Skeneateles, NY",-76.42910169999999,42.947011
Somers,NY,"Somers, NY",-73.7360175,41.29963050000001
Springfield,NY,"Springfield, NY",-74.85348379999999,42.836184
Springville,NY,"Springville, NY",-78.6672482,42.5083952
Stamford,NY,"Stamford, NY",-74.614318,42.4073024
Stanfordville,NY,"Stanfordville, NY",-73.7137984,41.8671647
Stapleton,NY,"Stapleton, NY",-74.07764139999999,40.6264929
Starkey,NY,"Starkey, NY",-76.9244059,42.5353489
Staten Island,NY,"Staten Island, NY",-74.1502007,40.5795317
Stephentown,NY,"Stephentown, NY",-73.3739973,42.5486929
Stratford,NY,"Stratford, NY",-74.6968146,43.1797921
Strathmore,NY,"Strathmore, NY",-73.677352,40.79204530000001
Success,NY,"Success, NY",-73.7176312,40.7706572
Suspension Bridge,NY,"Suspension Bridge, NY",-74.0446602,40.6066162
Sweden,NY,"Sweden, NY",-77.9510209,43.1726909
Syracuse,NY,"Syracuse, NY",-76.14742439999999,43.0481221
Tarrytown,NY,"Tarrytown, NY",-73.85874609999999,41.0762077
Thorn Hill,NY,"Thorn Hill, NY",-73.7337623,40.761574
Trenton,NY,"Trenton, NY",-75.2245693,43.228708
Troy,NY,"Troy, NY",-73.69178509999999,42.7284117
Utica,NY,"Utica, NY",-75.232664,43.100903
Vernon,NY,"Vernon, NY",-75.5393442,43.0795135
Walden,NY,"Walden, NY",-74.18848059999999,41.5612048
Wappinger's Falls,NY,"Wappinger's Falls, NY",-73.91096999999999,41.5964825
Watertown,NY,"Watertown, NY",-75.91075649999999,43.9747838
Watkins,NY,"Watkins, NY",-76.8732921,42.3806287
Weestchester,NY,"Weestchester, NY",-73.7948516,41.1220194
Wellsville,NY,"Wellsville, NY",-77.94805749999999,42.1220124
West Hennietta,NY,"West Hennietta, NY",-77.6632587,43.0384885
West Mendon,NY,"West Mendon, NY",-77.50486959999999,42.9976979
West Point,NY,"West Point, NY",-73.95597210000001,41.3914827
West Troy,NY,"West Troy, NY",-73.7012299,42.7300783
Westchester,NY,"Westchester, NY",-73.7948516,41.1220194
Westchester County,NY,"Westchester County, NY",-73.7948516,41.1220194
Wheatland,NY,"Wheatland, NY",-77.81830520000001,43.0134418
White Plains,NY,"White Plains, NY",-73.7629097,41.03398620000001
Willard,NY,"Willard, NY",-76.86856159999999,42.6820889
Willets Point,NY,"Willets Point, NY",-73.840436,40.7606911
Yonkers,NY,"Yonkers, NY",-73.89874689999999,40.9312099
Yorkville,NY,"Yorkville, NY",-75.2709991,43.1128475
NA,NY,"NA, NY",-74.00820039999999,40.7323142
Ada,OH,"Ada, OH",-83.8227148,40.7694969
Akron,OH,"Akron, OH",-81.51900529999999,41.0814447
Alliance,OH,"Alliance, OH",-81.10593089999999,40.9153362
Amesville,OH,"Amesville, OH",-81.9556956,39.4006285
Amherst,OH,"Amherst, OH",-82.2223774,41.3978217
Andover,OH,"Andover, OH",-80.572296,41.6067211
Ashtabula,OH,"Ashtabula, OH",-80.7898089,41.8650534
Astabula,OH,"Astabula, OH",-80.7898089,41.8650534
Athens,OH,"Athens, OH",-82.1012554,39.3292396
Aurora,OH,"Aurora, OH",-81.3453858,41.3175549
Austinburg,OH,"Austinburg, OH",-80.8547589,41.77198629999999
Barlow,OH,"Barlow, OH",-81.66485159999999,39.3986852
Bedford,OH,"Bedford, OH",-81.5365094,41.3931096
Bellefontaine,OH,"Bellefontaine, OH",-83.7596557,40.3611643
Bellevue,OH,"Bellevue, OH",-82.8415763,41.2736647
Bellville,OH,"Bellville, OH",-82.51072219999999,40.6200588
Belpre,OH,"Belpre, OH",-81.5729029,39.27396390000001
Berea,OH,"Berea, OH",-81.8543026,41.3661614
Berkshire,OH,"Berkshire, OH",-82.9178838,40.2452897
Blendon,OH,"Blendon, OH",-82.8694464,40.11503889999999
Bloomfield,OH,"Bloomfield, OH",-80.8765205,41.4580972
Bowling Green,OH,"Bowling Green, OH",-83.6513229,41.3747744
Brecksville,OH,"Brecksville, OH",-81.62679039999999,41.31977630000001
Broceville,OH,"Broceville, OH",-80.9539475,41.2354593
Brookfield,OH,"Brookfield, OH",-80.5660657,41.2340728
Brooklyn,OH,"Brooklyn, OH",-81.7512107,41.4301349
Bucyous,OH,"Bucyous, OH",-82.97546489999999,40.8083909
Buffalo,OH,"Buffalo, OH",-81.52076919999999,39.9158025
Burlington,OH,"Burlington, OH",-82.53571269999999,38.4073044
Burton,OH,"Burton, OH",-81.1450995,41.47060889999999
Butler County,OH,"Butler County, OH",-84.5222189,39.440463
Cadiz,OH,"Cadiz, OH",-80.9967628,40.2728452
Canton,OH,"Canton, OH",-81.378447,40.79894729999999
Carlisle,OH,"Carlisle, OH",-84.3202194,39.5820026
Carthage,OH,"Carthage, OH",-84.485507,39.1955782
Carthagena,OH,"Carthagena, OH",-84.56218229999999,40.4378453
Cass,OH,"Cass, OH",-82.06250519999999,40.1388308
Chagrin Falls,OH,"Chagrin Falls, OH",-81.3910999,41.4298516
Champaign County,OH,"Champaign County, OH",-83.804868,40.10258169999999
Champeon,OH,"Champeon, OH",-80.8765205,41.2990487
Chester,OH,"Chester, OH",-81.9226372,39.0875777
Cheviot,OH,"Cheviot, OH",-84.6132787,39.1570028
Chilicothe,OH,"Chilicothe, OH",-82.9824019,39.3331197
Chillcothe,OH,"Chillcothe, OH",-82.9824019,39.3331197
Chillicathe,OH,"Chillicathe, OH",-82.9824019,39.3331197
Chillicothe,OH,"Chillicothe, OH",-82.9824019,39.3331197
cincinnati,OH,"cincinnati, OH",-84.5120196,39.1031182
Cincinnati,OH,"Cincinnati, OH",-84.5120196,39.1031182
Cincinnatti,OH,"Cincinnatti, OH",-84.5120196,39.1031182
Circleville,OH,"Circleville, OH",-82.9460133,39.600618
